25000.0
1	479.4383874	630.6685011
2	200.0473032	928.3282073
3	204.2631049	576.5159811
4	526.8393076	501.2303355
5	355.4519487	911.8567708
6	680.7441027	331.5778997
7	603.3828014	835.7411757
8	423.2517717	640.0931749
9	472.9534422	788.4302712
10	156.8147899	185.2926022
11	541.856053	211.9288482
12	405.7142077	577.8178862
13	344.3814231	848.2459475
14	488.6373943	994.0225895
15	858.7187608	162.2645482
16	518.7129243	938.3398665
17	168.9779486	137.2568854
18	934.8492012	696.2522054
19	458.8901724	341.4375548
20	13.37285634	795.1603061
21	897.0069826	778.3174627
22	988.140464	789.6632051
23	315.7618392	501.573475
24	95.70825277	189.7640686
25	935.394895	128.4526138
26	891.8942782	308.8245446
27	498.2721315	567.4530209
28	211.7121751	269.8475031
29	265.7218289	524.1774897
30	546.1953381	697.8506767
31	953.7515791	593.2024923
32	182.0271716	144.5374894
33	847.9674092	568.0624996
34	985.8381636	432.1420652
35	161.1376734	344.8538294
36	683.5328876	540.1428112
37	265.1330966	885.2365037
38	635.6168856	651.0140682
39	467.5947806	101.5962368
40	417.0784784	908.4491924
41	192.2442173	929.8065808
42	970.2746062	427.4341739
43	781.6503521	37.81021698
44	451.4494326	13.79747765
45	390.3973035	466.7392446
46	675.4420501	957.1972419
47	527.6238453	879.0224101
48	446.8527558	661.2685167
49	151.1408225	300.519384
50	959.9048154	89.81682654
51	904.3128961	770.4057734
52	364.7997192	932.6441096
53	500.5018879	336.9627016
54	899.2999851	536.7203412
55	669.1462218	935.8209844
56	726.7943815	925.8351552
57	253.273404	82.51564166
58	667.8976932	507.0131353
59	569.0094819	664.3009505
60	487.3356082	472.3098917
61	442.5653862	239.1752213
62	400.3445362	938.3580505
63	274.31086	350.4262266
64	27.51094195	235.4948804
65	468.9434386	301.0519114
66	409.4977278	202.4362502
67	782.8342569	929.78816
68	92.15884356	349.2270915
69	564.1916015	406.7642778
70	978.9355049	668.4249815
71	895.2503775	514.7680139
72	456.7575269	530.0664293
73	36.21875703	443.8059311
74	738.2212743	268.9480215
75	701.9661003	281.1941484
76	6.263408325	576.7395172
77	994.2824041	325.2111598
78	311.0323201	976.9508129
79	509.9688891	593.6518728
80	527.3221122	161.3426161
81	777.0785151	396.5147901
82	371.7420906	332.8550979
83	848.2349743	456.637715
84	852.8286656	752.5505723
85	651.3299645	336.387738
86	902.5545347	542.4930072
87	934.1648023	861.2750945
88	24.2241125	346.4986062
89	930.7148853	979.3259875
90	220.7578364	687.6680616
91	540.3542814	146.0748484
92	205.8165017	681.394469
93	201.4747342	436.9983475
94	274.8829825	761.6351074
95	690.528111	413.3299078
96	822.8605156	480.4966791
97	686.7489115	666.1889305
98	7.996038155	48.52280824
99	760.2621197	878.7476247
100	188.498849	373.5542138

